Train ID,Route,Date and Time,Passenger Count,Number of Coaches,Total Capacity,Seat Occupancy (%),Platform Number,Delay Records (mins),Holiday or Weekend Indicator
TRN-019,New York - Washington DC,2026-03-01 18:30:00,589,5,300,196.33,3,0,Yes
TRN-006,Berlin - Munich,2026-03-01 18:36:37,540,9,540,100.0,5,112,Yes
TRN-004,Beijing - Shanghai,2026-03-01 18:41:24,620,14,840,73.81,10,11,Yes
TRN-007,London - Paris,2026-03-01 18:49:17,674,7,420,160.48,5,0,Yes
TRN-001,London - Paris,2026-03-01 18:52:50,540,15,900,60.0,8,0,Yes
TRN-013,London - Paris,2026-03-01 19:12:45,625,6,360,173.61,4,0,Yes
TRN-015,Mumbai - Delhi,2026-03-01 19:25:35,651,9,540,120.56,7,25,Yes
TRN-013,Chicago - St. Louis,2026-03-01 19:36:01,547,13,780,70.13,5,0,Yes
TRN-006,New York - Washington DC,2026-03-01 20:17:55,446,11,660,67.58,5,0,Yes
TRN-015,Berlin - Munich,2026-03-01 21:04:27,228,11,660,34.55,10,0,Yes
TRN-015,London - Paris,2026-03-01 21:48:53,300,5,300,100.0,11,105,Yes
TRN-005,Sydney - Melbourne,2026-03-01 22:24:53,431,12,720,59.86,2,0,Yes
TRN-016,Los Angeles - San Francisco,2026-03-01 22:36:13,405,9,540,75.0,9,80,Yes
TRN-016,London - Paris,2026-03-01 23:00:24,346,10,600,57.67,5,0,Yes
TRN-004,Mumbai - Delhi,2026-03-01 23:25:02,353,9,540,65.37,5,0,Yes
TRN-018,Mumbai - Delhi,2026-03-01 23:38:15,382,12,720,53.06,4,0,Yes
TRN-013,London - Paris,2026-03-01 23:47:12,467,11,660,70.76,10,0,Yes
TRN-008,Chicago - St. Louis,2026-03-02 00:45:32,129,13,780,16.54,5,0,No
TRN-006,London - Paris,2026-03-02 00:51:16,292,15,900,32.44,10,0,No
TRN-002,London - Paris,2026-03-02 01:26:40,295,13,780,37.82,10,0,No
TRN-018,New York - Washington DC,2026-03-02 01:50:59,288,11,660,43.64,3,0,Yes
TRN-011,Tokyo - Osaka,2026-03-02 02:14:51,299,13,780,38.33,4,0,No
TRN-003,Mumbai - Delhi,2026-03-02 02:24:36,147,8,480,30.63,5,58,No
TRN-019,Tokyo - Osaka,2026-03-02 02:25:38,188,9,540,34.81,3,0,No
TRN-006,London - Paris,2026-03-02 02:53:59,220,6,360,61.11,7,0,No
TRN-010,Beijing - Shanghai,2026-03-02 03:08:41,158,13,780,20.26,11,0,No
TRN-009,Tokyo - Osaka,2026-03-02 03:34:35,206,9,540,38.15,2,0,No
TRN-012,Toronto - Montreal,2026-03-02 03:38:28,297,6,360,82.5,9,0,No
TRN-007,Tokyo - Osaka,2026-03-02 04:05:43,259,15,900,28.78,12,0,No
TRN-007,Sydney - Melbourne,2026-03-02 04:08:37,250,14,840,29.76,6,0,No
TRN-001,Los Angeles - San Francisco,2026-03-02 04:44:35,222,9,540,41.11,6,0,No
TRN-013,London - Paris,2026-03-02 04:57:27,174,12,720,24.17,11,62,No
TRN-010,Beijing - Shanghai,2026-03-02 05:21:37,280,11,660,42.42,5,46,No
TRN-014,Mumbai - Delhi,2026-03-02 05:39:48,259,8,480,53.96,9,119,No
TRN-004,Los Angeles - San Francisco,2026-03-02 06:08:46,118,6,360,32.78,8,27,No
TRN-013,Chicago - St. Louis,2026-03-02 06:23:21,405,14,840,48.21,4,0,Yes
TRN-011,London - Paris,2026-03-02 06:45:35,166,5,300,55.33,9,0,No
TRN-010,Mumbai - Delhi,2026-03-02 06:53:26,283,7,420,67.38,7,0,No
TRN-005,Toronto - Montreal,2026-03-02 07:16:28,522,7,420,124.29,12,38,No
TRN-019,Berlin - Munich,2026-03-02 07:25:22,527,9,540,97.59,3,38,No
TRN-006,Toronto - Montreal,2026-03-02 07:48:21,379,11,660,57.42,9,0,No
TRN-009,Beijing - Shanghai,2026-03-02 08:00:09,398,12,720,55.28,6,0,No
TRN-003,New York - Washington DC,2026-03-02 08:00:13,321,5,300,107.0,4,0,No
TRN-005,Berlin - Munich,2026-03-02 08:52:44,361,15,900,40.11,8,26,No
TRN-002,Berlin - Munich,2026-03-02 09:32:50,405,7,420,96.43,2,0,No
TRN-017,Toronto - Montreal,2026-03-02 10:42:05,197,15,900,21.89,4,0,No
TRN-011,Tokyo - Osaka,2026-03-02 10:44:41,300,12,720,41.67,6,0,Yes
TRN-018,New York - Washington DC,2026-03-02 10:44:54,225,14,840,26.79,2,0,No
TRN-012,Los Angeles - San Francisco,2026-03-02 11:05:47,277,7,420,65.95,5,0,No
TRN-005,Toronto - Montreal,2026-03-02 11:33:09,200,9,540,37.04,7,0,No
TRN-009,London - Paris,2026-03-02 11:40:11,157,13,780,20.13,7,0,No
TRN-015,Sydney - Melbourne,2026-03-02 11:51:48,208,7,420,49.52,11,0,No
TRN-009,New York - Washington DC,2026-03-02 11:56:39,178,10,600,29.67,1,0,No
TRN-012,Toronto - Montreal,2026-03-02 12:16:06,223,10,600,37.17,7,0,No
TRN-020,London - Paris,2026-03-02 12:41:10,249,5,300,83.0,2,39,No
TRN-010,Tokyo - Osaka,2026-03-02 12:54:52,252,12,720,35.0,4,62,No
TRN-007,Chicago - St. Louis,2026-03-02 12:57:04,222,11,660,33.64,2,0,No
TRN-004,New York - Washington DC,2026-03-02 13:33:34,145,8,480,30.21,9,0,No
TRN-014,New York - Washington DC,2026-03-02 13:47:19,241,15,900,26.78,5,0,No
TRN-009,Mumbai - Delhi,2026-03-02 14:06:10,255,12,720,35.42,6,0,No
TRN-019,Berlin - Munich,2026-03-02 14:36:33,227,6,360,63.06,1,0,No
TRN-002,Los Angeles - San Francisco,2026-03-02 14:53:20,203,8,480,42.29,4,0,No
TRN-016,Chicago - St. Louis,2026-03-02 15:13:08,227,12,720,31.53,4,0,No
TRN-013,New York - Washington DC,2026-03-02 15:30:44,133,6,360,36.94,3,0,No
TRN-013,Beijing - Shanghai,2026-03-02 15:46:15,254,11,660,38.48,5,0,No
TRN-004,Berlin - Munich,2026-03-02 15:51:39,162,12,720,22.5,2,0,No
TRN-003,Toronto - Montreal,2026-03-02 15:52:58,233,13,780,29.87,3,0,No
TRN-019,London - Paris,2026-03-02 16:01:14,146,8,480,30.42,7,0,No
TRN-006,Chicago - St. Louis,2026-03-02 16:12:54,229,11,660,34.7,6,0,No
TRN-012,Beijing - Shanghai,2026-03-02 16:27:02,140,9,540,25.93,9,0,No
TRN-013,Tokyo - Osaka,2026-03-02 16:49:33,272,12,720,37.78,6,0,No
TRN-003,Toronto - Montreal,2026-03-02 17:16:24,556,8,480,115.83,8,52,No
TRN-010,Chicago - St. Louis,2026-03-02 17:44:40,434,12,720,60.28,5,0,No
TRN-020,Toronto - Montreal,2026-03-02 18:15:52,522,6,360,145.0,10,0,No
TRN-020,Beijing - Shanghai,2026-03-02 18:27:44,415,12,720,57.64,12,67,No
TRN-006,Sydney - Melbourne,2026-03-02 18:52:13,539,10,600,89.83,12,0,No
TRN-020,Mumbai - Delhi,2026-03-02 18:55:08,432,10,600,72.0,10,0,No
TRN-013,Toronto - Montreal,2026-03-02 19:04:44,422,12,720,58.61,5,42,No
TRN-001,London - Paris,2026-03-02 19:07:23,394,12,720,54.72,2,0,No
TRN-010,Los Angeles - San Francisco,2026-03-02 19:16:08,514,11,660,77.88,8,6,No
TRN-008,New York - Washington DC,2026-03-02 21:39:54,108,14,840,12.86,5,0,No
TRN-012,New York - Washington DC,2026-03-02 22:01:15,121,5,300,40.33,4,108,No
TRN-010,Chicago - St. Louis,2026-03-02 22:02:17,292,13,780,37.44,4,0,No
TRN-010,Los Angeles - San Francisco,2026-03-02 22:20:09,255,14,840,30.36,5,0,No
TRN-010,Beijing - Shanghai,2026-03-02 23:07:45,156,14,840,18.57,5,0,No
TRN-009,Mumbai - Delhi,2026-03-02 23:14:51,184,8,480,38.33,5,0,No
TRN-017,Mumbai - Delhi,2026-03-02 23:26:13,193,6,360,53.61,3,0,No
TRN-007,New York - Washington DC,2026-03-02 23:33:55,279,12,720,38.75,2,0,No
TRN-018,Toronto - Montreal,2026-03-03 00:22:28,112,12,720,15.56,12,0,No
TRN-011,Toronto - Montreal,2026-03-03 00:54:35,134,11,660,20.3,10,0,No
TRN-003,Los Angeles - San Francisco,2026-03-03 01:02:09,419,12,720,58.19,8,0,Yes
TRN-004,Berlin - Munich,2026-03-03 01:21:21,111,13,780,14.23,2,0,No
TRN-005,New York - Washington DC,2026-03-03 01:21:37,280,9,540,51.85,6,0,No
TRN-012,Toronto - Montreal,2026-03-03 02:06:40,288,7,420,68.57,1,0,No
TRN-010,New York - Washington DC,2026-03-03 02:19:10,201,15,900,22.33,10,12,No
TRN-015,Toronto - Montreal,2026-03-03 02:47:37,114,9,540,21.11,2,0,No
TRN-008,London - Paris,2026-03-03 03:29:40,139,11,660,21.06,3,0,No
TRN-008,Mumbai - Delhi,2026-03-03 03:54:59,291,7,420,69.29,2,49,No
TRN-007,Mumbai - Delhi,2026-03-03 04:42:31,186,14,840,22.14,7,15,No
TRN-016,Los Angeles - San Francisco,2026-03-03 04:44:54,296,11,660,44.85,12,58,No
TRN-010,Sydney - Melbourne,2026-03-03 04:58:33,133,9,540,24.63,2,0,No
TRN-003,London - Paris,2026-03-03 05:18:58,174,15,900,19.33,3,0,No
TRN-001,Sydney - Melbourne,2026-03-03 07:15:26,419,9,540,77.59,3,44,No
TRN-004,Beijing - Shanghai,2026-03-03 08:59:53,588,9,540,108.89,12,30,No
TRN-016,Berlin - Munich,2026-03-03 09:01:20,413,5,300,137.67,5,0,No
TRN-015,Beijing - Shanghai,2026-03-03 09:02:42,472,14,840,56.19,7,0,No
TRN-005,Sydney - Melbourne,2026-03-03 09:21:27,376,8,480,78.33,1,0,No
TRN-002,Mumbai - Delhi,2026-03-03 09:28:58,313,9,540,57.96,5,0,No
TRN-016,Los Angeles - San Francisco,2026-03-03 09:56:32,548,5,300,182.67,11,0,No
TRN-008,Toronto - Montreal,2026-03-03 11:19:03,127,14,840,15.12,8,0,No
TRN-012,Toronto - Montreal,2026-03-03 11:39:23,132,9,540,24.44,3,0,No
TRN-007,Beijing - Shanghai,2026-03-03 11:49:29,176,8,480,36.67,12,34,No
TRN-017,Mumbai - Delhi,2026-03-03 11:54:25,140,7,420,33.33,2,0,No
TRN-002,New York - Washington DC,2026-03-03 11:56:20,148,9,540,27.41,1,0,No
TRN-013,Toronto - Montreal,2026-03-03 12:54:57,165,13,780,21.15,10,0,No
TRN-002,Toronto - Montreal,2026-03-03 14:24:47,109,13,780,13.97,2,0,No
TRN-018,Chicago - St. Louis,2026-03-03 14:39:48,136,12,720,18.89,10,0,No
TRN-004,London - Paris,2026-03-03 14:50:39,172,11,660,26.06,2,0,No
TRN-002,Mumbai - Delhi,2026-03-03 15:05:17,251,12,720,34.86,11,0,No
TRN-005,Toronto - Montreal,2026-03-03 15:35:22,162,15,900,18.0,10,0,No
TRN-001,Mumbai - Delhi,2026-03-03 15:44:13,113,8,480,23.54,8,0,No
TRN-019,Sydney - Melbourne,2026-03-03 15:46:14,351,14,840,41.79,2,0,Yes
TRN-012,Berlin - Munich,2026-03-03 15:54:20,240,6,360,66.67,2,0,No
TRN-008,Mumbai - Delhi,2026-03-03 15:57:24,275,13,780,35.26,9,114,No
TRN-019,Sydney - Melbourne,2026-03-03 16:02:10,199,14,840,23.69,5,74,No
TRN-008,New York - Washington DC,2026-03-03 16:15:38,180,15,900,20.0,9,0,No
TRN-020,Chicago - St. Louis,2026-03-03 16:15:49,275,9,540,50.93,11,87,No
TRN-009,Tokyo - Osaka,2026-03-03 16:31:07,293,9,540,54.26,7,0,No
TRN-001,New York - Washington DC,2026-03-03 16:33:01,160,9,540,29.63,7,0,No
TRN-018,Chicago - St. Louis,2026-03-03 16:38:25,280,10,600,46.67,8,0,No
TRN-017,Berlin - Munich,2026-03-03 17:20:45,480,6,360,133.33,11,0,No
TRN-010,Berlin - Munich,2026-03-03 17:21:30,515,13,780,66.03,4,0,Yes
TRN-018,Los Angeles - San Francisco,2026-03-03 17:38:01,446,12,720,61.94,6,0,No
TRN-013,Berlin - Munich,2026-03-03 18:22:01,405,7,420,96.43,11,98,No
TRN-005,Los Angeles - San Francisco,2026-03-03 18:43:36,446,9,540,82.59,7,0,No
TRN-020,Toronto - Montreal,2026-03-03 18:50:56,444,9,540,82.22,7,0,No
TRN-018,Berlin - Munich,2026-03-03 18:52:27,468,11,660,70.91,9,0,No
TRN-013,Tokyo - Osaka,2026-03-03 18:57:19,468,10,600,78.0,2,0,No
TRN-014,London - Paris,2026-03-03 19:13:58,463,8,480,96.46,11,0,No
TRN-011,Berlin - Munich,2026-03-03 19:54:55,534,13,780,68.46,3,0,No
TRN-011,Beijing - Shanghai,2026-03-03 19:57:53,477,9,540,88.33,9,0,No
TRN-019,Beijing - Shanghai,2026-03-03 20:35:16,262,6,360,72.78,5,0,No
TRN-003,Berlin - Munich,2026-03-03 20:36:21,100,9,540,18.52,5,0,No
TRN-016,Sydney - Melbourne,2026-03-03 20:47:07,219,5,300,73.0,5,0,No
TRN-003,Sydney - Melbourne,2026-03-03 21:06:12,298,14,840,35.48,10,0,No
TRN-011,Toronto - Montreal,2026-03-03 21:19:53,175,5,300,58.33,2,105,No
TRN-010,Chicago - St. Louis,2026-03-03 21:25:39,120,5,300,40.0,9,0,No
TRN-008,Los Angeles - San Francisco,2026-03-03 21:31:49,138,10,600,23.0,8,66,No
TRN-008,Sydney - Melbourne,2026-03-03 21:38:38,330,10,600,55.0,9,0,Yes
TRN-010,Sydney - Melbourne,2026-03-03 23:22:15,293,9,540,54.26,1,0,No
TRN-015,Beijing - Shanghai,2026-03-03 23:24:42,209,9,540,38.7,11,0,No
TRN-010,London - Paris,2026-03-04 00:03:35,300,9,540,55.56,7,0,No
TRN-011,Chicago - St. Louis,2026-03-04 00:52:29,110,6,360,30.56,1,0,No
TRN-014,Beijing - Shanghai,2026-03-04 00:53:46,269,10,600,44.83,7,95,No
TRN-011,Tokyo - Osaka,2026-03-04 01:05:12,269,9,540,49.81,10,0,No
TRN-006,Berlin - Munich,2026-03-04 01:20:17,289,5,300,96.33,4,71,No
TRN-011,Toronto - Montreal,2026-03-04 01:21:14,215,14,840,25.6,2,0,No
TRN-005,Los Angeles - San Francisco,2026-03-04 01:48:18,264,14,840,31.43,10,0,No
TRN-013,New York - Washington DC,2026-03-04 02:13:45,295,10,600,49.17,5,0,No
TRN-017,New York - Washington DC,2026-03-04 02:14:15,159,10,600,26.5,11,0,No
TRN-018,Mumbai - Delhi,2026-03-04 02:47:13,122,6,360,33.89,1,40,No
TRN-003,Beijing - Shanghai,2026-03-04 03:14:32,136,11,660,20.61,5,0,No
TRN-007,Sydney - Melbourne,2026-03-04 03:20:53,237,13,780,30.38,9,0,No
TRN-018,Berlin - Munich,2026-03-04 03:22:21,337,7,420,80.24,7,0,Yes
TRN-010,Mumbai - Delhi,2026-03-04 04:18:57,104,9,540,19.26,8,0,No
TRN-009,Toronto - Montreal,2026-03-04 04:46:12,224,7,420,53.33,6,33,No
TRN-014,Chicago - St. Louis,2026-03-04 05:27:11,266,9,540,49.26,3,0,No
TRN-006,Berlin - Munich,2026-03-04 06:04:19,262,10,600,43.67,2,73,No
TRN-010,London - Paris,2026-03-04 06:45:40,439,14,840,52.26,1,72,Yes
TRN-009,Tokyo - Osaka,2026-03-04 06:53:04,270,14,840,32.14,11,0,No
TRN-002,Chicago - St. Louis,2026-03-04 07:03:36,449,11,660,68.03,10,0,No
TRN-006,Tokyo - Osaka,2026-03-04 07:07:41,466,5,300,155.33,3,78,No
TRN-010,Chicago - St. Louis,2026-03-04 07:12:15,385,8,480,80.21,9,0,No
TRN-007,Chicago - St. Louis,2026-03-04 07:32:14,399,8,480,83.12,11,0,No
TRN-011,Beijing - Shanghai,2026-03-04 08:31:18,464,12,720,64.44,7,43,No
TRN-012,Sydney - Melbourne,2026-03-04 08:39:57,335,8,480,69.79,3,0,No
TRN-015,London - Paris,2026-03-04 08:51:16,474,11,660,71.82,4,40,No
TRN-008,Beijing - Shanghai,2026-03-04 09:18:54,396,13,780,50.77,2,0,No
TRN-014,Toronto - Montreal,2026-03-04 09:40:11,421,13,780,53.97,11,0,No
TRN-012,Sydney - Melbourne,2026-03-04 09:43:45,553,12,720,76.81,9,0,No
TRN-014,Beijing - Shanghai,2026-03-04 10:24:59,218,15,900,24.22,12,83,No
TRN-005,New York - Washington DC,2026-03-04 10:29:56,363,10,600,60.5,12,0,Yes
TRN-018,Toronto - Montreal,2026-03-04 10:35:04,113,7,420,26.9,11,0,No
